Address	County	OldPrice	NewPrice	Date
20 THE COURTYARD, FOTA ISLAND, FOTA	Cork	280,000.00	305200	11/01/21
21 BRIDEWELL PLACE, COLLON, LOUTH	Louth	253,000.00	237820	11/01/21
214 RATOATH RD, CABRA, DUBLIN 7	Dublin	480,000.00	638400	11/01/21
22 Meadowbank Road, Millers Glen, Swords	Dublin	370,044.00	473656.32	11/01/21
23 HUNTERS WALK, HUNTERS WOOD, FIRHOUSE	Dublin	263,000.00	341900	11/01/21
24 Drumnigh Manor, Portmarnock, Dublin 13	Dublin	488,987.00	606343.88	11/01/21
26 DILLON ST, CLONMEL, TIPPERARY	Tipperary	120,000.00	164400	11/01/21
26 The Barrington, Lansdowne Place, Lansdowne Road	Dublin	2,251,982.00	2161902.72	11/01/21
295 NUTGROVE AVENUE, RATHFARNHAM, DUBLIN 14	Dublin	473,000.00	638550	11/01/21
297 LOWER KIMMAGE ROAD, KIMMAGE, DUBLIN 6W	Dublin	607,500.00	704700	11/01/21
2THE COURTHOUSE APT, MAIN ST, RATHCOOLE	Dublin	205,000.00	188600	11/01/21
3 ATHMORE APTS, CHURCH ROAD, ATHY	Kildare	82,250.00	99522.5	11/01/21
3 CAISLEAN CUIRTE, COROFIN, GALWAY	Galway	326,000.00	384680	11/01/21
3 SEABANK COURT, COAST RD, MALAHIDE	Dublin	405,000.00	396900	11/01/21
30 PAKEHAM SLOPES, MONKSTOWN, DUBLIN	Dublin	160,000.00	208000	11/01/21
30 THE CLOISTERS, COLLON, LOUTH	Louth	356,000.00	323960	11/01/21
38 CASTLEWELLAN PARK, CELBRIDGE, KILDARE	Kildare	375,000.00	371250	11/01/21
39 SUNDAYS WELL, LISLOOSE, TRALEE	Kerry	140,000.00	137200	11/01/21
4 ARD NA GREINE, KILTERAGH, DOORADOYLE	Limerick	233,000.00	277270	11/01/21
4 DISTILLERY QUAY, NAVAN, MEATH	Meath	118,000.00	109740	11/01/21
4 Gairdin an Tobair, Mountain Road, Moycullen	Galway	50,001.00	59001.18	11/01/21
4 GLENVEAGH APPARTMENTS, PEARSE RD, LETTERKENNY	Donegal	102,500.00	104550	11/01/21
4 THE CHASE, RAMSGATE VILLAGE, GOREY	Wexford	200,000.00	260000	11/01/21
5 CRANNAGH HALL, LANDSCAPE RD, CHURCHTOWN	Dublin	270,000.00	302400	11/01/21
5 HILLCREST LAWNS, LUCAN, DUBLIN	Dublin	321,000.00	417300	11/01/21
5 THE CLOISTERS, ABBEYDORNEY, TRALEE	Kerry	221,000.00	207740	11/01/21
56 abbottfield, ballinagappa road, clane	Kildare	251,104.33	331457.7156	11/01/21
56 ELM MOUNT AVE, BEAUMONT, DUBLIN 9	Dublin	463,000.00	537080	11/01/21
6  Glenall, Borris-in-Ossory	Laois	199,000.00	248750	11/01/21
6 CHURCH RD, BORRISOKANE, TIPPERARY	Tipperary	90,000.00	119700	11/01/21
6 DC MURPHY TERRACE, CASTLEMAGNER, MALLOW	Cork	95,000.00	106400	11/01/21
69 HOLYCROSS PLACE, CHARLEVILLE, CO CORK	Cork	141,000.00	128310	11/01/21
8 EGLINTON COURT, GALWAY, GALWAY	Galway	280,000.00	338800	11/01/21
8 UPPER JOHN ST, SLIGO, SLIGO	Sligo	60,000.00	82800	11/01/21
81 Hammerstone, Straffan, Co. Kildare	Kildare	370,044.00	373744.44	11/01/21
83 THE ACADEMY BUILDING, PARK WEST POINTE, YEATS WAY DUBLIN 12	Dublin	187,500.00	204375	11/01/21
9 DUN NA MARA, RENMORE, GALWAY	Galway	367,000.00	425720	11/01/21
9 MARINE DR, SANDYMOUNT, DUBLIN 4	Dublin	775,000.00	899000	11/01/21
9 WOODLANDS, CLOGHROE, CORK	Cork	405,000.00	534600	11/01/21
903 THE CRESCENT NEWBRIDGE, KILDARE	Kildare	214,000.00	216140	11/01/21
APARTMENT 1 INNISFALLEN MEWS, ROOKERY ROAD, KILLARNEY	Kerry	510,000.00	474300	11/01/21
Apartment 56 The Campion, Marina Village, Greystones	Wicklow	440,484.00	577034.04	11/01/21
APT 34 THE SLADE, CITYWEST, SAGGART	Dublin	337,000.00	407770	11/01/21
APT 341, BACHELORS WALK APTS, BACHELORS WALK DUBLIN 1	Dublin	247,500.00	245025	11/01/21
BALLINAKILL, BALLICKMOYLER, CO CARLOW	Laois	235,000.00	246750	11/01/21
BALLINAKILL, GARRYHILL, CARLOW	Carlow	90,000.00	123300	11/01/21
BALLNASORAGH, EIGHTER, MOUNTBELLEW	Galway	30,000.00	31200	11/01/21
BALLYCALE, GOREY, WEXFORD	Wexford	450,000.00	607500	11/01/21
BALLYSOP, WHITECHURCH, NEW ROSS	Wexford	130,000.00	150800	11/01/21
BAYHOUSE, FEORAMORE WEST, KENMARE	Kerry	690,000.00	814200	11/01/21
BOHERBUI, PAULSTOWN, KILKENNY	Kilkenny	150,000.00	180000	11/01/21
CARNCASH, SLIGO	Sligo	214,000.00	269640	11/01/21
CARROWLINAN, BALLINALEE, CO. LONGFORD	Longford	36,000.00	34560	11/01/21
CASHEL, GORTAHORK, CO DONEGAL	Donegal	222,500.00	258100	11/01/21
COOLALEEN ( HOUSE 1 ), BROADFORD, COUNTY LIMERICK	Limerick	220,000.00	305800	11/01/21
COORLACKA, GOLEEN, SKIBBEREEN	Cork	310,000.00	359600	11/01/21
CROOKED STICK, BALLYCLOUGH, LIMERICK	Limerick	850,000.00	1079500	11/01/21
DRUMAWEIR, GREENCASTLE, DONEGAL	Donegal	130,000.00	137800	11/01/21
DRUMHAGGART, MUFF, DONEGAL	Donegal	230,000.00	246100	11/01/21
EYREFIELD LODGE, CURRAGH, KILDARE	Kildare	1,480,000.00	1509600	11/01/21
FAILTE, RECTORY RD, ENNISCORTHY	Wexford	535,000.00	593850	11/01/21
GARDEN VIEW, THE MILL RD, DURROW	Laois	450,000.00	504000	11/01/21
GRIANAN, LOUGHDEEVEEN, BANTRY	Cork	360,000.00	478800	11/01/21
KELLOUGH, SPIDEAL, GALWAY	Galway	295,000.00	333350	11/01/21
KILLEEN, DROMAHAIR, LEITRIM	Leitrim	210,000.00	193200	11/01/21
LEAMONAGHAN, BALLYCUMBER, OFFALY	Offaly	130,000.00	170300	11/01/21
LOUGHER, DULEEK, MEATH	Meath	505,000.00	606000	11/01/21
MEENADOAN, FINTOWN, DONEGAL	Donegal	100,000.00	138000	11/01/21
MERTON SQ, KILKEE, CLARE	Clare	350,000.00	451500	11/01/21
MUCKANAGH, GLENISLAND, CASTLEBAR	Mayo	380,000.00	520600	11/01/21
No 4 Sallins Rae, Park Road, Killarney	Kerry	330,000.00	405900	11/01/21
RHODE BRIDGE, RHODE, OFFALY	Offaly	350,000.00	350000	11/01/21
RIVENDALE, WOODCOCKHILL RD, MEELICK	Clare	470,000.00	451200	11/01/21
SALLOWS, LETTERBARROW, DONEGAL	Donegal	100,000.00	132000	11/01/21
SOUTH CROSS LANE, YOUGHAL, CORK	Cork	280,000.00	316400	11/01/21
THE RACKS, MAHONEY AVE, CARRICK ON SUIR	Tipperary	245,000.00	254800	11/01/21
TOGHER, DROGHEDA, CO LOUTH	Louth	164,000.00	221400	11/01/21
UPPER MAIN ST, PORTARLINGTON, MAIN ST	Laois	105,000.00	114450	11/01/21
URCHER, BAILIEBOROUGH, CAVAN	Cavan	12,000.00	16680	11/01/21
1 ARD COLMCILLE, LETTERKENNY, DONEGAL	Donegal	100,000.00	90000	12/01/21
1 BEECHWOOD PARK, GRANARD, LONGFORD	Longford	130,000.00	148200	12/01/21
1 CHERRY LAWN, CARPENTERSTOWN, CASTLEKNOCK DUBLIN 15	Dublin	700,000.00	910000	12/01/21
1 GLENVIEW DR, WOODLAWN, KILLARNEY	Kerry	210,000.00	273000	12/01/21
1 SHANTRUAD WOODS, KILLALOE, CO CLARE	Clare	240,000.00	280800	12/01/21
103  102 & 98  The Fairways, Tubbercurry	Sligo	105,726.00	117355.86	12/01/21
104 LEARGAN, BALLYMONEEN WEST, KNOCKNACARRA	Galway	332,500.00	405650	12/01/21
105  104 and 99 The Fairways, Tubbercurry	Sligo	105,726.00	144844.62	12/01/21
11 CLOCH ARD, OLD RAHOON RD, GALWAY	Galway	305,000.00	292800	12/01/21
11 TUSKAR COURTYARD, ARKLOW MARINA VILLAGE, NORTH QUAY	Wicklow	150,000.00	174000	12/01/21
13 ASHEWOOD CLOSE, ASHEWOOD, HUNTERS LANE ASHBOURNE MEATH	Meath	240,000.00	232800	12/01/21
13 FRANKFIELD TERRACE, SUMMERHILL, CO CORK	Cork	320,000.00	393600	12/01/21
14 CHERRINGTON PLACE, CASTLEBAR, MAYO	Mayo	130,000.00	165100	12/01/21
14 ST HELENS ST, GALWAY, GALWAY	Galway	256,000.00	330240	12/01/21
16 FERRYBANK, CHAFFE STREET, CO CARLOW	Carlow	85,000.00	85000	12/01/21
16 MENEVAL GROVE, FARMLEIGH DUNMORE RD, WATERFORD	Waterford	232,500.00	274350	12/01/21
165 CROSBIES YARD, NORTH STRAND, DUBLIN 3	Dublin	242,000.00	225060	12/01/21
17  ALTAMOUNT ST, WESTPORT, CO. MAYO	Mayo	210,000.00	207900	12/01/21
17 LINTOWN COURT, JOHNSWELL RD, KILKENNY	Kilkenny	173,000.00	171270	12/01/21
18 Lios na mBan, Ladysbridge	Cork	330,396.00	303964.32	12/01/21
18 MARETIMO GARDENS EAST, BLACKROCK, DUBLIN	Dublin	1,400,000.00	1400000	12/01/21
18 VALLEY HEIGHTS, CARNEW CO WICKLOW	Wicklow	67,500.00	88425	12/01/21
19 HAWTHORN DRIVE, LISBEG LAWN, RENMORE	Galway	198,000.00	245520	12/01/21
2 ARBOUR MEWS, GLANWORTH, MALLOW	Cork	230,000.00	276000	12/01/21
2 BARRACK GREEN, KINSALE, CO. CORK	Cork	200,000.00	230000	12/01/21
21 WATERS EDGE, BALLYLEAGUE, ROSCOMMON	Roscommon	70,000.00	78400	12/01/21
21 WOODSTOCK ST, ATHY, KILDARE	Kildare	70,000.00	87500	12/01/21
22 SPRING MEADOW, DUNGARVAN, WATERFORD	Waterford	173,000.00	233550	12/01/21
23 GREENLODGE, MARYBOROUGH WOODS, DOUGLAS	Cork	250,000.00	255000	12/01/21
24 CASTLE COURT, CARRICK BEG, CARRICK ON SUIR	Tipperary	202,000.00	193920	12/01/21
25 Bothar Na Mias, Kinvara	Galway	378,854.00	465990.42	12/01/21
25A THE REAR, LEINSTER SQ, RATHMINES DUBLIN 6	Dublin	727,000.00	748810	12/01/21
26 RIVERSIDE, BALLINAKILL DOWNS, WATERFORD	Waterford	395,000.00	355500	12/01/21
29  Kinsealy Manor, Chapel Road, Kinsealy	Dublin	405,286.34	364757.706	12/01/21
29 SUMMERSTOWN RD, WILTON, CORK	Cork	241,666.00	253749.3	12/01/21
293 COLLINSWOOD, COLLINS AVE, DUBLIN 9	Dublin	366,000.00	355020	12/01/21
3 CATHEDRAL ST, CORK	Cork	300,000.00	354000	12/01/21
3 GLEN HOUSE, BULFIN RD, NENAGH	Tipperary	125,000.00	142500	12/01/21
3 HILLVIEW DR, KILRUSH, DUNGARVAN	Waterford	100,000.00	113000	12/01/21
3 Moin na Ri, Kilworth	Cork	321,585.90	305506.605	12/01/21
31 Rinn Duin, Rindifin, Gort	Galway	239,000.00	320260	12/01/21
32 HENRY STREET, LIMERICK, CO LIMERICK	Limerick	205,000.00	233700	12/01/21
33 CRESCENT COURT, FATHER GRIFFIN RD, GALWAY	Galway	290,000.00	379900	12/01/21
34 NEPHIN HALLS, HOPKINS RD, MAYO	Mayo	70,000.00	83300	12/01/21
4 CATHEDRAL ST, CORK	Cork	325,000.00	451750	12/01/21
4 FINDALE, WILLIAMSTOWN, GALWAY	Galway	150,000.00	184500	12/01/21
4 KILN PARK, DONEGAL	Donegal	170,000.00	217600	12/01/21
43 Crieve Mor Avenue, Crievesmith, Letterkenny	Donegal	169,603.52	191651.9776	12/01/21
45A Grangemore Crescent, Donaghmede	Dublin	330,397.00	327093.03	12/01/21
47 Donore, Earlsfort, Seafield Road	Louth	229,074.88	302378.8416	12/01/21
47 The Park, Janeville, Carrigaline	Cork	277,532.00	294183.92	12/01/21
49 DORNEY COURT, SHANKILL, DUBLIN	Dublin	360,000.00	363600	12/01/21
49 KILWORTH RD, DRIMNAGH, DUBLIN 12	Dublin	327,000.00	336810	12/01/21
5 BRANDON CRESCENT, DILLONS CROSS, CORK	Cork	125,000.00	140000	12/01/21
5 CATHEDRAL ST, CORK	Cork	325,000.00	315250	12/01/21
5 WOODBINE AVENUE, BLACKROCK, CO DUBLIN	Dublin	905,000.00	1149350	12/01/21
50 SHANTALL RD, BEAUMONT, DUBLIN 9	Dublin	328,000.00	416560	12/01/21
52 RICHMOND RD, DRUMCONDRA, DUBLIN	Dublin	480,000.00	513600	12/01/21
56 Dun Rioga Crescent, Drumree Road, Dunshaughlin	Meath	277,533.00	266431.68	12/01/21
57 TEMPLEROAN AVE, KNOCKLYON, TEMPLEOGUE DUBLIN 16	Dublin	565,000.00	717550	12/01/21
58 SPRING MEADOW, DUNGARVAN, WATERFORD	Waterford	242,500.00	315250	12/01/21
6 THE CRANNOG, MONAGHAN, MONAGHAN	Monaghan	246,000.00	231240	12/01/21
6 THE GREEN, MOYGLARE HALL, MAYNOOTH	Kildare	518,000.00	642320	12/01/21
60 NORBURY WOODS GREEN, TULLAMORE, OFFALY	Offaly	230,000.00	292100	12/01/21
61 ARDILEA CRESCENT, HEIDELBERG, ARDILEA	Dublin	165,000.00	189750	12/01/21
65 WOODLAWN PARK GROVE, FIRHOUSE, DUBLIN 24	Dublin	390,000.00	530400	12/01/21
75 LYNN HEIGHTS, MULLINGAR, CO. WESTMEATH	Westmeath	205,000.00	231650	12/01/21
8 BARNWELL AVE, HANSFIELD, DUBLIN 15	Dublin	325,000.00	354250	12/01/21
8 CORCORANS QUAY, BLACKPOOL, CORK	Cork	260,000.00	309400	12/01/21
8 FAUGHART TERRACE, ST MARYS RD, DUNDALK	Louth	285,000.00	387600	12/01/21
8 LISCREAGH, MURROE, LIMERICK	Limerick	125,000.00	140000	12/01/21
8 Parklands Boulevard, Parklands, Citywest	Dublin	303,964.75	404273.1175	12/01/21
8 PINEGROVE, BALTINGLASS CO WICKLOW	Wicklow	122,400.00	112608	12/01/21
8 Wavertree, Tully Road, Kildare	Kildare	365,638.00	391232.66	12/01/21
81 NA CLUAINTE, TULLAMORE RD, PORTARLINGTON	Offaly	145,000.00	134850	12/01/21
82 Fairfield, Dunshaughlin, County Meath	Meath	281,938.33	298854.6298	12/01/21
9 LILYS COURT, LILYS WAY, ONGAR VILLAGE DUBLIN 15	Dublin	216,000.00	250560	12/01/21
91 CAPPAGHMORE EST, DUBLIN 22, DUBLIN	Dublin	330,000.00	399300	12/01/21
95 WAINSFORT MANOR DR, TERENURE, DUBLIN 6W	Dublin	650,000.00	838500	12/01/21
APT 4 CENTREPOINT, FAIRYHOUSE ROAD, RATOATH	Meath	226,000.00	219220	12/01/21
APT 6 CINNAMON WHARF, THE QUAY, WESTPORT	Mayo	165,000.00	217800	12/01/21
APT 65, STRAND PALACE, YOUGHAL	Cork	47,500.00	46550	12/01/21
APT.1, 23 EFFRA ROAD, RATHMINES	Dublin	670,000.00	824100	12/01/21
BALLYBRAZIL, MOONCOIN, CO KILKENNY	Kilkenny	380,000.00	475000	12/01/21
CARRAROE, CONNEMARA, GALWAY	Galway	155,000.00	175150	12/01/21
CASHELOOGARY, INVER, COUNTY DONEGAL	Donegal	35,000.00	48650	12/01/21
CHALET 2 ARDESKIN HOLIDAY HOMES, ARDESKIN, DONEGAL TOWN	Donegal	125,000.00	113750	12/01/21
CLOONFOUR, ROOSKEY, ROSCOMMON	Roscommon	197,000.00	222610	12/01/21
CROSS, CARRIGAHOLT, COUNTY CLARE	Clare	90,000.00	81000	12/01/21
DOVECOT, GARDEEN, LISMIRE	Cork	125,000.00	146250	12/01/21
FIDDOWN FARM, FIDDOWN, CO KILKENNY	Kilkenny	255,000.00	257550	12/01/21
FOSSA, KILLARNEY, KERRY	Kerry	250,000.00	285000	12/01/21
GLENKEO, LETTERKENNY, CO. DONEGAL	Donegal	272,500.00	256150	12/01/21
HALL RD, MOATE, WESTMEATH	Westmeath	265,000.00	254400	12/01/21
KELLYSVILLE, BAWNMORE, YOUGHAL	Cork	700,000.00	903000	12/01/21
KILTYCREEVAGH, BALLINAMUCK, LONGFORD	Longford	160,000.00	153600	12/01/21
LACKABANE, KILLARNEY, FOSSA	Kerry	264,350.00	354229	12/01/21
No 8 The Oaks, Bellevue, Frankfield	Cork	375,000.00	378750	12/01/21
PAGESTOWN, KILCLOON, MEATH	Meath	512,000.00	624640	12/01/21
ST ANNES SHORE ROAD, DOOAGH, ACHILL	Mayo	75,000.00	93750	12/01/21
STUICK, TOOMEVARA, NENAGH	Tipperary	190,000.00	250800	12/01/21
TEMPLEORAN SOUTH, TYRRELLSPASS, WESTMEATH	Westmeath	140,000.00	193200	12/01/21
The Fairways, Tubbercurry	Sligo	70,500.00	63450	12/01/21
1 ELM PARK, DUN AN OIR, KANTURK	Cork	136,000.00	190400	13/01/21
1 FLOWERVILLE, FLOWERHILL, NAVAN	Meath	890,000.00	1237100	13/01/21
1 GREENWOOD HEIGHTS, BLUNDEN DR, DUBLIN 13	Dublin	180,000.00	217800	13/01/21
1 RIVER WEIR HOUSE, OAKVIEW VILLAGE, TRALEE	Kerry	153,000.00	201960	13/01/21
1 THE ALDERS, CASTLEJANE WOODS, GLANMIRE	Cork	265,000.00	286200	13/01/21
10 Oileain Na Cranoige, Balbutcher Lane, Ballymun	Dublin	201,762.00	189656.28	13/01/21
105 ROCKVIEW, SANDYFORD, DUBLIN 18	Dublin	225,000.00	301500	13/01/21
11 CAIRN HILL VIEW, DRUMLISH, LONGFORD	Longford	135,000.00	186300	13/01/21
11 MAIN COURTYARD, HEADFORT DEMESNE, KELLS	Meath	258,000.00	325080	13/01/21
11 ROSSLYN GROVE, KILLARNEY RD, BRAY	Wicklow	350,000.00	350000	13/01/21
11 STAPOLIN HOUSE, THE COAST, BALDOYLE DUBLIN 13	Dublin	410,000.00	545300	13/01/21
11 THE COURT, COMPASS QUAY, KINSALE	Cork	331,555.00	437652.6	13/01/21
128 NEW HAVEN BAY, FLEMINGTON LANE, BALBRIGGAN	Dublin	157,000.00	215090	13/01/21
13 CLUAIN ARD, LIS NA DARA, DUNDALK	Louth	230,000.00	213900	13/01/21
132 THE WALLED GARDENS, CASTLEDOWN ESTATE, CELBRIDGE	Kildare	285,000.00	287850	13/01/21
134 ROCKVIEW, SANDYFORD, DUBLIN 18	Dublin	250,000.00	242500	13/01/21
137 Longstone, Blessington Road, Cradockstown	Kildare	308,370.04	329955.9428	13/01/21
14 BRACKLAGHBOY VILLAGE, BALLYHAUNIS, MAYO	Mayo	195,000.00	185250	13/01/21
14 Shackleton Lawn, Shackleton Park, Lucan	Dublin	330,396.00	370043.52	13/01/21
15 NANGOR CRESCENT, CLONDALKIN, DUBLIN	Dublin	242,000.00	321860	13/01/21
159 CHERRYWOOD PARK, CLONDALKIN, DUBLIN 22	Dublin	245,000.00	220500	13/01/21
16 Walker Green, Parkside, Balgriffin	Dublin	361,232.00	404579.84	13/01/21
17 DEERHAVEN PARK, CLONEE, DUBLIN 15	Dublin	157,500.00	155925	13/01/21
17 TOWER VIEW, MEELICK, SWINFORD	Mayo	115,000.00	111550	13/01/21
18 Meadowbank Road, Millers Glen, Swords	Dublin	378,542.00	454250.4	13/01/21
19 OLDFIELD HALL, TICKNOCK HILL, SANDYFORD DUBLIN 18	Dublin	337,000.00	407770	13/01/21
19 THE WILLOWS, CASTLEJANE WOODS, GLANMIRE	Cork	285,000.00	390450	13/01/21
2 GREENWOOD HEIGHTS, BLUNDEN DRIVE, DUBLIN 13	Dublin	175,000.00	189000	13/01/21
2 LOWER PARKLANDS, ENNISCORTHY, CO WEXFORD	Wexford	355,000.00	411800	13/01/21
2 NEW LINK, CAHERDAVIN, LIMERICK CITY	Limerick	145,000.00	172550	13/01/21
2 The Covert, Ratoath	Meath	374,449.00	423127.37	13/01/21
2 The Green, Old Coach Road, Balrothery	Dublin	236,123.00	311682.36	13/01/21
20 CLUAIN ARD, LIS NA DARA, DUNDALK	Louth	240,000.00	247200	13/01/21
20 HUNTSTOWN DR, MULHUDDART, DUBLIN 15	Dublin	267,000.00	307050	13/01/21
20 THE GREEN, HAZELHATCH PARK, CELBRIDGE	Kildare	232,000.00	215760	13/01/21
21 Belltree Lane, Belltree, Clongriffin	Dublin	345,196.00	393523.44	13/01/21
21 THE COURTYARD, STRAFFAN, CO KILDARE	Kildare	210,000.00	222600	13/01/21
23 NORTH AVE, MATTHEW HILL, LEHENAGHMORE	Cork	280,000.00	316400	13/01/21
24 TIRELLAN, HEADFORD RD, GALWAY	Galway	257,500.00	267800	13/01/21
24 WHITTESTRAND PARK, GALWAY, GALWAY	Galway	485,000.00	460750	13/01/21
244 LAUREL PARK, NEWCASTLE, GALWAY	Galway	260,000.00	330200	13/01/21
25  Maple Hill, Castle Heights, Kilmoney Road	Cork	281,938.32	276299.5536	13/01/21
25 CRONIN GROVE, SHANNON, CLARE	Clare	155,000.00	139500	13/01/21
26  Maple Hill, Castle Heights, Kilmoney Road	Cork	281,938.32	304493.3856	13/01/21
26 AISLING GAEL, FR RUSSELL RD, LIMERICK	Limerick	427,000.00	584990	13/01/21
26 Parklands Place, Parklands, Citywest	Dublin	312,775.32	378458.1372	13/01/21
27 PRIORLAND GARDENS, DUBLIN RD, DUNDALK	Louth	390,000.00	382200	13/01/21
27 SHANNON GROVE, CARRICK ON SHANNON, LEITRIM	Leitrim	200,000.00	242000	13/01/21
27 WATERSIDE VIEW, SWORDS ROAD, MALAHIDE	Dublin	323,500.00	449665	13/01/21
28 GRANARY COURT, MALLOW, CORK	Cork	90,000.00	82800	13/01/21
28 THE BIRCH CLOSE, GALWAY RD, TUAM	Galway	181,000.00	222630	13/01/21
285 COILLE BHEITHE ST CONLONS RD, NENAGH, TIPPERARY	Tipperary	150,000.00	150000	13/01/21
29 The Avenue, St Marnock's Bay, Portmarnock	Dublin	511,013.00	664316.9	13/01/21
29 THE FAIRGREEN, BALLISODARE TOWN CENTRE, BALLISODARE	Sligo	135,682.81	130255.4976	13/01/21
3 CLIFTON LANE, MONKSTOWN, CO DUBLIN	Dublin	800,000.00	936000	13/01/21
3 GREENWOOD HEIGHTS, BLUNDEN DR, DUBLIN 13	Dublin	180,000.00	246600	13/01/21
3 ISLAND VIEW, MAGHERACLOGHER, BUNBEG	Donegal	155,000.00	142600	13/01/21
3 The Green, Bellingsmore, Kilmartin	Dublin	392,070.49	415594.7194	13/01/21
3 TOGHER ROAD, MONASTEREVIN, CO KILDARE	Kildare	165,000.00	202950	13/01/21
30 CLONMORE HEIGHTS, MULLINGAR, WESTMEATH	Westmeath	168,000.00	198240	13/01/21
32 GREEN LAWN, CURRAGH ROAD, CORK	Cork	270,000.00	361800	13/01/21
33 WINDMILL SQ, CLONSILLA, DUBLIN 15	Dublin	200,000.00	194000	13/01/21
34B Hazelgrove, Tallaght, Dublin 24	Dublin	295,000.00	286150	13/01/21
35  Glenall, Borris In Ossory	Laois	159,000.00	219420	13/01/21
35 BINN BHAN, KNOCKNACARRA, GALWAY	Galway	300,000.00	345000	13/01/21
35 UPPER CORK HILL, YOUGHAL, CORK	Cork	222,500.00	282575	13/01/21
364 CASHEL ROAD, CRUMLIN, DUBLIN 12	Dublin	290,000.00	278400	13/01/21
37 ARDAN GLAS, PORTLAOISE, LAOIS	Laois	245,000.00	245000	13/01/21
38 CHARLOTTE QUAY DOCK, RINGSEND RD, DUBLIN 4	Dublin	530,000.00	477000	13/01/21
39 WATERVILLE HALL, WATERVILLE TERRACE, WATERVILLE DUBLIN 15	Dublin	140,000.00	127400	13/01/21
4 Willow Green, Dunshauglin	Meath	308,370.00	345374.4	13/01/21
41 THE SYCAMORES, CLASSIS LAKE, OVENS	Cork	280,000.00	338800	13/01/21
43 ANGLESEA RD, BALLSBRIDGE, DUBLIN 4	Dublin	1,650,000.00	2277000	13/01/21
44 ASHGROVE, GLENCAIRIN, DOORADOYLE	Limerick	265,000.00	288850	13/01/21
47 BELGARD SQ NORTH, TALLAGHT, DUBLIN 24	Dublin	170,000.00	166600	13/01/21
47 Royal Canal Crescent, Rathborne Park, Dublin 15	Dublin	292,754.97	281044.7712	13/01/21
48 Royal Canal Crescent, Rathborne Park, Dublin 15	Dublin	217,754.97	302679.4083	13/01/21
48 THE SWIFT, TASSAGARD GREEN, GARTERS LANE	Dublin	243,000.00	255150	13/01/21
49 Royal Canal Crescent, Rathborne Park, Dublin 15	Dublin	292,754.97	263479.473	13/01/21
5 FLOWERVILLE, NAVAN, MEATH	Meath	505,000.00	595900	13/01/21
5 THE STEEPLES BRIDE ST, LOUGHREA, GALWAY	Galway	100,000.00	94000	13/01/21
50 Royal Canal Crescent, Rathborne Park, Dublin 15	Dublin	217,754.97	280903.9113	13/01/21
51 Royal Canal Crescent, Rathborne, Dublin 15	Dublin	217,754.97	222110.0694	13/01/21
52 ARD NA GREINE, BANDUFF ROAD, MAYFIELD	Cork	237,500.00	247000	13/01/21
52 Royal Canal Crescent, Rathborne Park, Dublin 15	Dublin	292,754.97	304465.1688	13/01/21
53 BRACKENWOOD AVENUE, FLEMINGTON, BALBRIGGAN	Dublin	126,000.00	133560	13/01/21
53 MCCABE VILLAS, BOOTERSTOWN, DUBLIN	Dublin	456,000.00	437760	13/01/21
53 RAPHOE RD, CRUMLIN, DUBLIN 12	Dublin	281,250.00	275625	13/01/21
53 Royal Canal Crescent, Rathborne Park, Dublin 15	Dublin	292,754.97	339595.7652	13/01/21
54 Royal Canal Crescent, Rathborne Park, Dublin 15	Dublin	292,754.97	327885.5664	13/01/21
55  CEDARBROOK WAY, CHERRYORCHARD, BALLYFERMOT	Dublin	152,500.00	161650	13/01/21
55 Royal Canal Crescent, Rathborne, Dublin 15	Dublin	217,754.97	239530.467	13/01/21
56 Royal Canal Crescent, Rathborne Park, Dublin 15	Dublin	217,754.97	302679.4083	13/01/21
57 Royal Canal Crescent, Rathborne Park, Dublin 15	Dublin	292,754.97	363016.1628	13/01/21
58 Royal Canal Crescent, Rathborne Park, Dublin 15	Dublin	292,754.97	283972.3209	13/01/21
59 Royal Canal Crescent, Rathborne Park, Dublin 15	Dublin	217,754.97	270016.1628	13/01/21
6 FEY YERRA WOOD, FEY YERRA, LEOPARDSTOWN ROAD	Dublin	700,000.00	973000	13/01/21
6 ST KILLIANS PARK, CLONDALKIN, DUBLIN 22	Dublin	265,000.00	251750	13/01/21
6 ST MICHAELS TERRACE, CLARECASTLE, CLARE	Clare	190,000.00	190000	13/01/21
6 THE COPPINS, CASTLETOWN, CELBRIDGE	Kildare	410,000.00	492000	13/01/21
6 Tuairin, Roscam, Galway	Galway	383,259.91	502070.4821	13/01/21
60 DALE RD, STILLORGAN, DUBLIN	Dublin	620,000.00	706800	13/01/21
60 Royal Canal Crescent, Rathborne Park, Dublin 15	Dublin	217,754.97	272193.7125	13/01/21
61 Royal Canal Crescent, Rathborne Park, Dublin 15	Dublin	217,754.97	204689.6718	13/01/21
62 Royal Canal Crscent, Rathborne Park, Dublin 15	Dublin	292,754.97	330813.1161	13/01/21
66 ST. PATRICK STREET, DUN LAOGHAIRE, DUBLIN	Dublin	580,000.00	551000	13/01/21
7 DEERPARK, LOWER MAYFIELD, CORK	Cork	230,000.00	301300	13/01/21
7 Moyglare Rise, Mariavilla, Maynooth	Kildare	394,273.00	386387.54	13/01/21
7 Rathmill Glen, Rathmill Manor, Rathcoole	Dublin	409,691.62	540792.9384	13/01/21
7 Reldare, Model Farm Road, Cork	Cork	444,934.00	609559.58	13/01/21
